,Event 1,Event 2,Label
6571,"['She', 'find', 'that', 'she', 'feels', 'better', 'afterwards']","['They', 'get', 'up', 'the', 'next', 'morning']",0
6572,"['They', 'cut', 'up', 'the', 'card']","['He', 'pay', 'off', 'the', 'credit', 'card', 'immediately']",0
6573,"['I', 'invite', 'them', 'to', 'a', 'meeting', 'there']","['My', 'friend', 'call', 'me']",0
6574,"['He', 'lose', 'the', 'cop', 'in', 'the', 'chase']","['They', 'get', 'home', 'five', 'minutes', 'early']",0
6575,"['He', 'grow', 'his', 'hair', 'out']","['He', 'work', 'at', 'a', 'machine', 'shop']",0
6576,"['I', 'give', 'him', 'a', 'few', 'suggestions']","['He', 'ask', 'me', 'to', 'come', 'with']",0
6577,"['They', 'were', 'out', 'Marlene', 'get', 'violently', 'ill']","['She', 'take', 'her', 'dog', 'for', 'a', 'walk']",0
6578,"['They', 'wake', 'up', '30', 'minutes', 'later']","['The', 'nurse', 'lead', 'her', 'to', 'the', 'room']",0
6579,"['They', 'stay', 'at', 'Kim', 's']","['She', 'find', 'an', 'apartment']",0
6580,"['She', 'take', 'a', 'class']","['She', 'get', 'on', 'a', 'boat']",0
6581,"['He', 'leave', 'a', 'note', 'on', 'the', 'car']","['They', 'get', 'home', 'late', 'from', 'work']",0
6582,"['The', 'guy', 'he', 'beat', 'sneak', 'over']","['He', 'leave', 'his', 'robot']",0
6583,"['She', 'was', 'driving', 'she', 'hit', 'a', 'bump']","['They', 'order', 'a', 'cappuccino']",0
6584,"['They', 'save', 'up', 'money']","['He', 'sacrifice', 'everything', 'for', 'his', 'family']",0
6585,"['She', 'stay', 'in', 'bed', 'almost', 'all', 'day']","['She', 'call', 'into', 'work']",0
6586,"['They', 'send', 'resumes', 'to', 'several', 'companies']","['He', 'pick', 'up', 'the', 'paper']",0
6587,"['She', 'learn', 'a', 'shocking', 'fact']","['They', 'die', 'at', 'age', '70']",0
6588,"['The', 'doors', 'close', 'properly']","['I', 'must', 'fix', 'the', 'new', 'parts']",0
6589,"['They', 'realize', 'he', 'has', 'both', 'his', 'arms']","['He', 'give', 'the', 'officer', 'a', 'false', 'name']",0
6590,"['The', 'judge', 'give', 'her', 'a', 'second', 'chance']","['She', 'fall', 'to', 'the', 'ground']",0
6591,"['They', 'marvel', 'about', 'Jim', 's', 'long', 'life']","['They', 'go', 'up', 'for', 'lunch']",0
6592,"['A', 'blue', 'dress', 'fit', 'her', 'just', 'right']","['One', 'stand', 'out', 'to', 'her']",0
6593,"['Her', 'friends', 'agree', 'to', 'go', 'along']","['She', 'go', 'to', 'the', 'orchestra']",0
6594,"['They', 'open', 'the', 'envelope', 'nervously']","['They', 'decide', 'to', 'ignore', 'the', 'card']",0
6595,"['He', 'fence', 'his', 'courtyard']","['He', 'walk', 'his', 'dog']",0
6596,"['They', 'feel', 'more', 'alone', 'than', 'ever']","['He', 'regret', 'his', 'trip']",0
6597,"['They', 'hear', 'the', 'bad', 'news']","['He', 'fail', 'to', 'take', 'a', 'drug', 'test']",0
6598,"['They', 'work', 'as', 'an', 'administrative', 'assistant']","['She', 'open', 'a', 'file', 'cabinet', 'drawer']",0
6599,"['They', 'decorate', 'the', 'cake']","['The', 'girls', 'make', 'signs']",0
6600,"['His', 'friends', 'make', 'fun', 'of', 'him']","['He', 'pick', 'out', 'a', 'van']",0
6601,"['She', 'see', 'a', 'cute', 'boy']","['Suzy', 'get', 'a', 'part', 'time', 'job']",0
6602,"['They', 'settle', 'with', 'coffee']","['The', 'lady', 'call', 'for', 'Swarley', 'of', 'Barney']",0
6603,"['Nothing', 'bad', 'happen', 'to', 'him']","['They', 'cower', 'in', 'fear']",0
6604,"['The', 'other', 'driver', 'go', 'to', 'jail']","['She', 'go', 'to', 'the', 'hospital']",0
6605,"['Her', 'co', 'workers', 'doubt', 'her']","['She', 'brag', 'on', 'him']",0
6606,"['They', 'get', 'to', 'watch', 'a', 'movie']","['He', 'get', 'his', 'haircut']",0
6607,"['She', 'even', 'give', 'him', 'a', 'treat']","['She', 'cook', 'him', 'good', 'food']",0
6608,"['He', 'go', 'the', 'next', 'day']","['I', 'give', 'him', 'one']",0
6609,"['She', 'start', 'in', '1985']","['She', 'come', 'by', '40', 'pounds', 'heavier']",0
6610,"['I', 'refuse', 'to', 'mount', 'any', 'horse']","['I', 'watch', 'her', 'ride']",0
6611,"['They', 'chase', 'everyone', 'across', 'another', 'street']","['He', 'drop', 'his', 'candy']",0
6612,"['He', 'regret', 'showing', 'the', 'movie']","['I', 'remember', 'that', 'being', 'a', 'big', 'deal']",0
6613,"['Cara', 'ram', 'into', 'an', 'elderly', 'woman']","['Cara', 'listen', 'to', 'her', 'friends']",0
6614,"['He', 'tell', 'everyone', 'that', 'he', 'was', 'fine']","['He', 'go', 'to', 'work']",0
6615,"['He', 'start', 'to', 'yell']","['He', 'punch', 'the', 'window']",0
6616,"['She', 'often', 'get', 'things', 'wrong']","['They', 'eventually', 'become', 'best', 'friends']",0
6617,"['He', 'take', 'the', 'test']","['They', 'find', 'himself', 'wanting', 'to', 'train']",0
6618,"['She', 'scrape', 'her', 'elbows']","['They', 'trip', 'over', 'a', 'rock']",0
6619,"['He', 'plan', 'to', 'attend', 'a', 'driving', 'school']","['He', 'accidentally', 'wreck', 'the', 'test', 'semi']",0
6620,"['My', 'brother', 'hit', 'me', 'in', 'the', 'stomach']","['I', 'grab', 'my', 'little', 'league', 'bat']",0
6621,"['He', 'try', 'to', 'buy', 'some']","['He', 'go', 'to', 'the', 'concert', 'anyways']",0
6622,"['He', 'sit', 'at', 'his', 'computer']","['Jim', 'work', 'for', 'hours']",0
6623,"['She', 'show', 'her', 'the', 'room']","['Kelly', 'buy', 'some', 'new', 'bedding']",0
6624,"['The', 'business', 'man', 'go', 'to', 'his', 'office']","['The', 'business', 'man', 'go', 'to', 'Netflix']",0
6625,"['The', 'doctor', 'advise', 'the', 'man', 'to', 'stop']","['The', 'man', 'refuse', 'to', 'stop', 'eating', 'beef']",0
6626,"['People', 'resume', 'their', 'outdoor', 'activities']","['People', 'stay', 'in', 'their', 'homes']",0
6627,"['He', 'tell', 'his', 'parents']","['They', 'gaze', 'at', 'the', 'stars']",0
6628,"['I', 'cross', 'over', 'him']","['He', 'decide', 'to', 'jump']",0
6629,"['She', 'hope', 'to', 'make', 'the', 'national', 'team']","['They', 'fall', 'off', 'the', 'uneven', 'bars']",0
6630,"['I', 'go', 'to', 'Whole', 'Foods', 'today']","['I', 'feel', 'like', 'eating', 'sushi']",0
6631,"['The', 'boots', 'slip', 'right', 'on']","['He', 'change', 'his', 'socks']",0
6632,"['The', 'conductor', 'trip', 'on', 'his', 'feet']","['The', 'band', 'march', 'down', 'the', 'street']",0
6633,"['Chelsea', 'catch', 'the', 'lead']","['They', 'begin', 'to', 'run']",0
6634,"['She', 'take', 'the', 'shuttle', 'to', 'the', 'campus']","['They', 'wake', 'up', 'today']",0
6635,"['She', 'purchase', 'the', 'paperback', 'copy']","['She', 'return', 'the', 'audiobook', 'to', 'the', 'library']",0
6636,"['She', 'ask', 'her', 'mom', 'what', 'to', 'do']","['She', 'find', 'a', 'great', 'hotel', 'in', 'Paris']",0
6637,"['I', 'haul', 'clothes', 'and', 'detergent', 'into', 'car']","['I', 'lack', 'have', 'hookups', 'at', 'home']",0
6638,"['She', 'take', 'a', 'risk']","['She', 'order', 'a', 'second', 'one', 'to', 'go']",0
6639,"['He', 'practice', 'driving', 'using', 'race', 'simulator', 'games']","['He', 'hit', 'a', 'parked', 'car']",0
6640,"['He', 'practice', 'very', 'hard', 'that', 'day']","['They', 'decide', 'to', 'try']",0
6641,"['He', 'grin', 'back', 'to', 'the', 'man']","['They', 'cross', 'the', 'road']",0
6642,"['He', 'decide', 'to', 'pick', 'up', 'some', 'snacks']","['He', 'go', 'into', 'his', 'local', 'gas', 'station']",0
6643,"['The', 'cat', 'begin', 'to', 'eat', 'the', 'meat']","['He', 'walk', 'back', 'in', 'the', 'room']",0
6644,"['She', 'get', 'a', 'hold', 'of', 'some']","['Her', 'parents', 'catch', 'her']",0
6645,"['He', 'go', 'out', 'to', 'the', 'car']","['They', 'make', 'him', 'pay', 'admission']",0
6646,"['Margo', 'make', 'a', 'lot', 'of', 'money']","['Her', 'friend', 'help', 'her', 'with', 'everything']",0
6647,"['She', 'ignore', 'her', 'sister']","['Her', 'sister', 'go', 'into', 'the', 'kitchen']",0
6648,"['They', 'start', 'sneezing', 'uncontrollably']","['They', 'greet', 'the', 'pair', 'at', 'the', 'door']",0
6649,"['I', 'follow', 'the', 'instructions']","['I', 'clean', 'my', 'bathtub']",0
6650,"['The', 'company', 'go', 'under']","['They', 'lose', 'the', 'money']",0
6651,"['Kiki', 'now', 'get', 'to', 'work', 'everyday']","['She', 'make', 'a', 'deal', 'with', 'her', 'neighbor']",0
6652,"['I', 'see', 'the', 'constable', 'come', 'by']","['Maintenance', 'staff', 'remove', 'the', 'unit', 's', 'contents']",0
6653,"['His', 'wife', 'call', 'him']","['They', 'forget', 'to', 'get', 'the', 'milk']",0
6654,"['He', 'come', 'at', 'two', 'pm']","['Our', 'son', 'volunteer', 'to', 'drop', 'in']",0
6655,"['I', 'visit', 'a', 'new', 'webpage']","['A', 'sound', 'go', 'off']",0
6656,"['He', 'ask', 'to', 'move', 'his', 'seat']","['This', 'greatly', 'annoy', 'Ted']",0
6657,"['He', 'become', 'a', 'millionaire']","['He', 'decide', 'to', 'become', 'an', 'entrepreneur']",0
6658,"['The', 'penguin', 'waddle', 'toward', 'him', 'awkwardly']","['He', 'present', 'his', 'hand']",0
6659,"['He', 'end', 'his', 'phone', 'call']","['He', 'begin', 'to', 'glare', 'at', 'him']",0
6660,"['She', 'd', 'take', 'care', 'of', 'him']","['He', 'find', 'out', 'he', 'was', 'faking']",0
6661,"['The', 'teacher', 'grade', 'the', 'exam']","['The', 'person', 'he', 'hired', 'show', 'up']",0
6662,"['He', 'case', 'a', 'nearby', 'convenience', 'store']","['He', 'decide', 'to', 'break', 'the', 'law']",0
6663,"['They', 'give', 'the', 'reading']","['She', 'feel', 'less', 'nervous']",0
6664,"['June', 'crave', 'for', 'a', 'B']","['She', 'fail', 'a', 'question']",0
6665,"['They', 'go', 'to', 'the', 'restroom']","['They', 'play', 'the', 'slots']",0
6666,"['His', 'wife', 'spoil', 'both', 'of', 'them']","['The', 'son', 'turn', '16']",0
6667,"['His', 'wife', 'appreciate', 'the', 'honesty', 'and', 'gesture']","['She', 'apologize', 'profusely', 'to', 'her']",0
6668,"['She', 'reach', 'under', 'a', 'shelf']","['They', 'begin', 'to', 'swell']",0
6669,"['He', 'watch', 'his', 'diet']","['They', 'train', 'all', 'summer', 'long']",0
6670,"['She', 'was', 'annoyed', 'she', 'remain', 'patient']","['She', 'never', 'talk', 'to', 'him']",0
6671,"['They', 'never', 'call', 'back']","['They', 'go', 'to', 'bed', 'sad']",0
6672,"['His', 'music', 'fill', 'the', 'airwaves']","['He', 'rob', 'a', 'bank']",0
6673,"['His', 'duties', 'include', 'altering', 'dresses']","['He', 'receive', 'one', 'wedding', 'dress']",0
6674,"['He', 'feel', 'a', 'nibble', 'on', 'his', 'line']","['The', 'line', 'suddenly', 'feel', 'slack']",0
6675,"['She', 'feel', 'accomplished', 'for', 'completing', 'her', 'goal']","['The', 'kids', 'wake', 'up']",0
6676,"['They', 'explore', 'new', 'topics']","['Kids', 'reserve', 'their', 'place', 'online']",0
6677,"['We', 'dance', 'each', 'day']","['We', 'get', 'to', 'see', 'eighty', 'different', 'bands']",0
6678,"['A', 'seagull', 'swoop', 'down']","['She', 'add', 'ketchup', 'from', 'the', 'boardwalk', 'stand']",0
6679,"['I', 'invite', 'all', 'my', 'family', 'and', 'friends']","['I', 'buy', 'all', 'different', 'types', 'of', 'food']",0
6680,"['He', 'watched', 'he', 'make', 'the', 'game', 'hard']","['He', 'always', 'make', 'new', 'ones', 'up']",0
6681,"['She', 'feel', 'her', 'breathing', 'get', 'heavy']","['Lily', 'feel', 'very', 'accomplished']",0
6682,"['They', 'mean', 'so', 'much', 'to', 'her']","['She', 'eventually', 'make', 'her', 'own', 'mirrors']",0
6683,"['He', 'lose', 'many', 'relationships']","['This', 'drive', 'people', 'away']",0
6684,"['He', 'never', 'brush', 'his', 'teeth']","['He', 'eat', 'lots', 'of', 'candy']",0
6685,"['They', 'master', 'a', 'handful', 'of', 'popular', 'dances']","['They', 'see', 'the', 'couples', 'skill']",0
6686,"['They', 'learn', 'that', 'online', 'classes', 'were', 'harder']","['She', 'struggle', 'to', 'keep', 'up']",0
6687,"['I', 'admit', 'this', 'to', 'him']","['We', 'start', 'talking', 'about', 'tattoos']",0
6688,"['I', 'take', 'them', 'to', 'the', 'mall']","['My', 'wife', 'work', 'on', 'weekends', 'in', '1991']",0
6689,"['Many', 'people', 'hang', 'out']","['A', 'large', 'thunderstorm', 'occur', 'around', 'the', 'school']",0
6690,"['They', 'slam', 'on', 'the', 'breaks']","['The', 'photographer', 'try', 'to', 'wait']",0
6691,"['She', 'put', 'the', 'leash', 'on', 'her', 'dog']","['She', 'take', 'off', 'her', 'slippers']",0
6692,"['I', 'learn', 'my', 'lesson']","['They', 'give', 'them', 'to', 'me']",0
6693,"['They', 'decide', 'to', 'have', 'a', 'garage', 'sale']","['She', 'clean', 'out', 'her', 'garage']",0
6694,"['They', 'make', 'a', 'pot', 'of', 'chili']","['The', 'real', 'surprise', 'come', 'the', 'next', 'day']",0
6695,"['I', 'completely', 'forget', 'to', 'do', 'my', 'homework']","['I', 'completely', 'lose', 'track', 'of', 'time', 'though']",0
6696,"['They', 'notice', 'the', 'youngest', 'child', 'was', 'nervous']","['The', 'family', 'get', 'ready']",0
6697,"['She', 'keep', 'looking', 'and', 'looking']","['A', 'doll', 'catch', 'her', 'eye']",0
6698,"['I', 'sit', 'next', 'to', 'someone', 'names', 'Phillip']","['They', 'become', 'really', 'good', 'friends']",0
6699,"['He', 'cough', 'from', 'the', 'smoke']","['He', 'put', 'out', 'the', 'cigarette']",0
6700,"['She', 'keep', 'a', 'smile', 'on', 'her', 'face']","['She', 'sit', 'in', 'the', 'front', 'row']",0
6701,"['She', 'take', 'up', 'yoga']","['She', 'take', 'up', 'karate']",0
6702,"['The', 'TV', 'go', 'blank']","['The', 'lights', 'go', 'out']",0
6703,"['She', 'offer', 'to', 'take', 'her', 'shift']","['Mom', 'go', 'back', 'to', 'sleep']",0
6704,"['I', 'slowly', 'look', 'for', 'a', 'seat']","['A', 'small', 'child', 'stand', 'up']",0
6705,"['He', 'tell', 'her', 'which', 'one', 'he', 'wanted']","['He', 'send', 'his', 'mom']",0
6706,"['I', 'smell', 'some', 'burning', 'for', 'a', 'minute']","['I', 'put', 'the', 'bottle', 'into', 'the', 'dishwasher']",0
6707,"['Reese', 'save', 'up', 'money', 'for', 'two', 'months']","['He', 'land', 'funny', 'on', 'the', 'board']",0
6708,"['She', 'get', 'on', 'the', 'bus']","['She', 'use', 'to', 'attend', 'a', 'private', 'school']",0
6709,"['He', 'flip', 'the', 'steak', 'over']","['The', 'judge', 'start', 'to', 'eat', 'the', 'stake']",0
6710,"['He', 'go', 'next', 'door']","['He', 'find', 'a', 'letter', 'in', 'his', 'mailbox']",0
6711,"['His', 'parents', 'see', 'him', 'laughing']","['Lewis', 'begin', 'to', 'bang', 'on', 'her', 'window']",0
6712,"['He', 'laugh', 'at', 'me']","['I', 'call', 'the', 'cops']",0
6713,"['He', 'pick', 'her', 'up']","['They', 'meet', 'a', 'girl', 'on', 'Facebook']",0
6714,"['He', 'pull', 'him', 'aside']","['He', 'talk', 'excessively', 'about', 'what', 'he', 'wanted']",0
6715,"['They', 'never', 'play', 'the', 'lottery']","['He', 'win', 'the', 'jackpot']",0
6716,"['He', 'forget', 'about', 'a', 'quiz']","['He', 'always', 'make', 'perfect', 'grades']",0
6717,"['I', 'dislike', 'chain', 'posts']","['The', 'respondent', 'pass', 'the', 'post', 'onto', 'others']",0
6718,"['Her', 'friends', 'surprise', 'her']","['They', 'bring', 'her', 'to', 'a', 'bridge']",0
6719,"['She', 'look', 'up', 'at', 'me']","['She', 'share', 'something', 'else']",0
6720,"['My', 'heart', 'begin', 'to', 'palpitate']","['The', 'caffeine', 'keep', 'me', 'awake', 'all', 'night']",0
6721,"['The', 'driver', 'stop', 'the', 'car']","['I', 'drive', 'past', 'the', 'red', 'car']",0
6722,"['He', 'barely', 'get', 'any', 'sleep', 'that', 'week']","['This', 'mean', 'a', 'lot', 'for', 'him']",0
6723,"['They', 'live', 'in', 'our', 'apartment', 'building']","['He', 'stay', 'in', 'the', 'lobby']",0
6724,"['He', 'try', 'eating', 'some', 'breakfast']","['The', 'pain', 'go', 'away']",0
6725,"['She', 'walk', 'into', 'the', 'door']","['She', 'look', 'at', 'her', 'schedule']",0
6726,"['They', 'decide', 'to', 'make', 'movies', 'together']","['They', 'decide', 'to', 'form', 'a', 'club']",0
6727,"['They', 'come', 'to', 'John']","['They', 'decide', 'to', 'forgive', 'Marty']",0
6728,"['They', 'get', 'a', 'call']","['She', 'audition', 'many', 'films', 'and', 'commercials']",0
6729,"['He', 'get', 'on', 'the', 'air']","['They', 'phone', 'the', 'station']",0
6730,"['He', 'hurry', 'home', 'worried']","['They', 'open', 'the', 'door']",0
6731,"['The', 'weather', 'pick', 'up']","['The', 'man', 'tie', 'a', 'knot']",0
6732,"['The', 'floats', 'drive', 'by']","['They', 'scramble', 'to', 'get', 'everything', 'they', 'threw']",0
6733,"['I', 'get', 'my', 'second', 'job']","['They', 'hire', 'me', 'the', 'next', 'week']",0
6734,"['We', 'take', 'a', 'bus']","['We', 'play', 'cards', 'and', 'shared', 'riddles']",0
6735,"['He', 'pick', 'her', 'up', 'at', 'work']","['She', 'buy', 'football', 'tickets', 'for', 'him']",0
6736,"['He', 'release', 'a', 'rap', 'record']","['He', 'attend', 'Overbrook', 'High', 'School']",0
6737,"['He', 'nod', 'his', 'head', 'gratefully']","['The', 'pair', 'head', 'off', 'to', 'their', 'bedroom']",0
6738,"['They', 'decide', 'to', 'pursue', 'coaching']","['He', 'move', 'to', 'the', 'United', 'States']",0
6739,"['His', 'wife', 'threaten', 'to', 'divorce', 'him']","['They', 'start', 'drinking', 'the', 'next', 'day']",0
6740,"['Something', 'catch', 'her', 'eye']","['A', 'rat', 'scurry', 'across', 'the', 'kitchen', 'floor']",0
6741,"['The', 'City', 'provide', 'transportation', 'to', 'Fenway', 'Park']","['My', 'son', 'read', 'two', 'books']",0
6742,"['A', 'woman', 'pull', 'up']","['They', 'begin', 'walking', 'toward', 'a', 'gas', 'station']",0
6743,"['She', 'take', 'them', 'out']","['She', 'forget', 'they', 'were', 'in', 'her', 'lap']",0
6744,"['He', 'decide', 'to', 'take', 'a', 'break']","['He', 'pull', 'on', 'his', 'beard']",0
6745,"['They', 'get', 'to', 'the', 'end']","['They', 'find', 'a', 'lazy', 'river']",0
6746,"['They', 'present', 'their', 'material']","['The', 'clients', 'come', 'in']",0
6747,"['She', 'and', 'her', 'husband', 'buy', 'a', 'house']","['I', 'talk', 'to', 'her', 'today']",0
6748,"['He', 'call', 'about', 'his', 'money']","['They', 'paint', 'a', 'picture']",0
6749,"['The', 'older', 'kids', 'go', 'surfing']","['The', 'younger', 'kids', 'make', 'sandcastles']",0
6750,"['I', 'pay', 'for', 'the', 'computer']","['None', 'seem', 'to', 'be', 'what', 'I', 'wanted']",0
6751,"['She', 'notice', 'a', 'bright', 'green', 'frog']","['They', 'turn', 'on', 'the', 'water']",0
6752,"['He', 'continue', 'his', 'ordinary', 'study', 'habits']","['He', 'never', 'try', 'seeking', 'tutoring', 'or', 'help']",0
6753,"['The', 'letter', 'actually', 'just', 'stand', 'for', 'Mayo']","['She', 'point', 'this', 'out', 'to', 'me']",0
6754,"['I', 'remember', 'eating', 'overpriced', 'fast', 'food']","['I', 'remember', 'riding', 'jet', 'skis']",0
6755,"['The', 'fox', 'run', 'very', 'fast']","['The', 'fox', 'run', 'through', 'the', 'yard']",0
6756,"['His', 'lawyer', 'slowly', 'stand', 'up']","['He', 'open', 'his', 'briefcase']",0
6757,"['They', 'walk', 'across', 'the', 'street']","['He', 'fly', 'through', 'the', 'air']",0
6758,"['She', 'turn', 'to', 'tight']","['She', 'hop', 'on', 'was', 'doing', 'really', 'good']",0
6759,"['She', 'decide', 'to', 'buy', 'a', 'cake']","['Marsha', 'choose', 'a', 'delicious', 'looking', 'chocolate', 'cake']",0
6760,"['They', 'figure', 'out', 'a', 'solution']","['He', 'hold', 'Michele', 'closely']",0
6761,"['We', 'laugh', 'about', 'this']","['He', 'send', 'me', 'two', 'books']",0
6762,"['They', 'throw', 'a', 'ball', 'at', 'me']","['They', 'collect', 'historical', 'model', 'trains']",0
6763,"['He', 'leave', 'was', 'never', 'seen']","['His', 'teacher', 'steal', 'the', 'idea']",0
6764,"['I', 'give', 'him', 'a', 'bath']","['I', 'post', 'an', 'advertisement', 'on', 'Craigslist']",0
6765,"['He', 'clean', 'his', 'house']","['He', 'get', 'a', 'call', 'from', 'his', 'sister']",0
6766,"['He', 'fit', 'in', 'the', 'picture']","['They', 'wonder', 'to', 'himself']",0
6767,"['She', 'put', 'on', 'her', 'boots']","['She', 'only', 'go', 'about', 'fifty', 'feet']",0
6768,"['He', 'hear', 'loud', 'meowing']","['They', 'move', 'into', 'a', 'new', 'apartment', 'building']",0
6769,"['I', 'make', 'a', '23']","['I', 'go', 'in', 'the', 'second', 'time']",0
